"00182425","それは……","这是因为……"
"00182445","ああ","嗯嗯"
"00182487","それはね。あなたが思っていた以上に、やさしそうな子だなって思えたから……ほら。“[死者|夜の住人]”の声を、大切な人に届けてくれたし","这是因为，你是比我想象中还要温柔的孩子……你想想看，你将“[死者|夜之居民]”的声音，传达给了重要的人"
"00182514","にっこりと、ましろは笑った。","真白嫣然一笑。"
"00182557","だからほんの少しだけ、私の緊張とか、怖さだとか、そういうのが解けてくれたのかもしれないね","可能因此我的紧张、恐惧的感觉也消失了吧"
"001825C5","……やさしそう","……我看起来很温柔"
"001825FA","うん。そうだよ","嗯！没错哦"
"0018261E","……こんな、むっつりしてるのに？","……我这么沉闷的一个人？"
"0018264A","こちらはまだ警戒心を、あるいはいっぱいの困惑を、解くことができず戸惑っているというのに。","明明我都还没放下戒心――或叫作没能解开困惑，而不知所措着。"
"001826C9","あはは。むっつりしてるのは自覚あったんだね","（＊＾▽＾＊），你还知道自己沉默寡言啊"
"001826FF","ましろは笑い、俺のほうはもっと、むっつりとしてしまう――だって、そうだろう。","真白笑着说道，而我更加沉默了――因为，事实就是这样。"
"00182761","緊張とか怖さだとか。そういうのが解けたと君は言ったけど。それは、こちらのせりふでもあるんだよ","你刚才说你的紧张和恐惧消失了。其实我也是哦"
"001827E4","え？　どうして？","欸？为什么？"
"0018280A","“夜の女王”……君は自分が、そう呼ばれてるのを知ってる？","“夜之女王”……你知道自己被这样称呼吗？"
"00182869","え？","欸？"
"00182883","君はこの“国”の女王さま、だ。そうだよね？","你是这个“国度”的女王，对吧？"
"001828D4","うん。まあ……そうだね。みんなそう呼んでるね――","嗯。嘛……没错。大家都这么叫我呢――"
"0018291F","首をかしげる。まっしろなドレスのスカートをひらりとさせる。どう？　格好良い？　夜の女王さまだよ？　と、そんなことを、言う。","真白带有一丝不确定地说道。然后她将雪白的裙子展开，说道，怎么样？我漂亮吗？我是夜之女王大人哦？！"
"001829A5","その仕草や声が、あんまりに子どもっぽくて……。","这个动作和声音，太孩子气了……"
"001829DF","思わず微笑んでしまいそうになるのを、何とか、耐える。","我强忍住脸上的笑意。"
"00182A29","女王さま――あくまで個人的な感想だけど、言葉の印象がすごく強い。だから緊張してしまってて……","女王大人――可能是个人的感觉，应该是个非常强势的人。所以我之前很紧张……"
"00182AAC","だから、むっつりしてる……？","所以，一直不怎么说话……？"
"00182ADE","そんな感じ、かも","可能就是这样吧"
"00182B15","じゃあ今度は、あなたがほっとできるように……うん。そうだね。色々と話をしようか","那么这次，为了让你能放松下来……嗯。我想想，我们来聊天吧！"
"00182B79","話……","聊天……"
"00182BA6","うん","嗯！"
"00182BB6","そうだよとましろはうなずく。","没错哦！真白点头说道。"
"00182C10","今宵の“夜”が明けるまで、私、あなたといっぱいお話ししたいな","我想和你好好聊聊，聊到今晚的“夜”结束为止"
"00182C84","そう言うましろは、開け放たれた窓枠に腰掛けた。","说着，真白坐在了敞开的窗边。"
"00182CEF","……そんなところで、危ないよ","……坐在这种地方，很危险的哦"
"00182D17","そう言う俺に、危ないことなんてどこにいてもいなくてもいつも隣にあるものだよと、理屈になってるのかどうかよくわからないことを言い、ましろは微笑む。","真白听了我的话，危险一直都在身边哦――一边微笑着一边说出了晦涩难懂的话。"
"00182DB3","そして“夜”の風に揺れる長い髪を、指先でもてあそぶように触れていた。","真白用指尖抚弄着在“夜”风中摇曳的长发。"
"00182E0F","私はあなたに、あなたの知りたい“夜”の出来事について話してあげるよ","我会告诉你，你想知道的“夜”的事情"
"00182E5D","あなたの探し続けてる憧れのヒーローだ。","是你一直在寻找的憧憬的英雄的事情。"
"00182E8F","……[・|あ][・|の][・|人]はどこへ行ってしまったのか。","……[・|那][・|个][・|人]到底去哪里了。"
"00182ED0","それはつまり、あなたの命のルーツについての話になる。その[・|秘][・|密]について、約束通り話してあげる。","总而言之，这是关于你生命的起源的故事。这个[・|秘][・|密]，我会按照约定告诉你的。"
"00182F4E","代わりにあなたは、[・|こ][・|こ]から外へ出られない私に、外の世界の出来事について話して聞かせてほしいな","作为交换，希望你能告诉不能从[・|这][・|里]离开的我一些外面世界的事情"
"00182FC0","俺は、首をかしげる。","我疑惑地问道。"
"00182FEA","外に、出られない？","你，出不去吗？"
"00183021","うん。ちょっとだけ事情があってね","嗯，有些特殊原因"
"0018304D","だから私は、永遠にこのきらきら眩しい“夜”から外へは出られない。用意された文章をただ読むだけだ、とばかりに、ましろは味気なくそう言った。","因此，我永远无法离开这个璀璨绚丽的“夜”。真白用一种仿佛只是在朗读既定文章般的、平淡乏味的语气如此说道。"
"001830ED","だからね、大雅。今、“外の世界”はどんなふうに変わっちゃってるのか、教えてほしいな","所以呢，大雅。我希望你能告诉我，现在“外面的世界”发生了什么样的变化"
"0018314B","“外の世界”の住人である俺の目から見たその光景を、俺の口から、色々と教えてほしい――それがましろの、“夜の女王”からの要望だった。","她希望我，“外面世界”的居民的我能给她讲述自己亲眼所见的景象――这就是真白的，“夜之女王”的要求。"
"001831E3","…………","…………"
"00183210","……むずかしい？","……很困难吗？"
"0018322C","沈黙してしまっていた俺に、ましろは首をかしげていた。俺は首を振る。違う。むずかしくはないよ。その程度のことなら別に、求められるまま話すことに戸惑いも躊躇いもない。","看着沉默的我，真白不解地问道。我摇了摇头，不是的，一点都不困难哦。如果只是这样的话，你想听的我都可以毫不犹豫地告诉你。"
"001832DA","ただ……。","只是……"
"001832FA","……お礼じゃ、なかったの？","……不是谢礼吗？"
"00183320","俺にヒーローの話を聞かせてくれるのは、死者の声を――やさしさとはまったく違う観点から――届けてきたことへのお礼として、ではなかっただろうか。","告诉我英雄的故事，不是我帮忙将死者的声音――完全不是出自好意――传达给外面的人的谢礼吗？"
"001833C2","それなのに、俺もまた何か君に話さなきゃ……だめかな？","尽管如此，我也必须要告诉你些……什么吗？"
"00183402","少し意地悪なふうにそう問いかけていた。","我用略微刁难的说法问道。"
"0018344D","うん。確かにそうだね。おかしいね","嗯……好像是这样唉。真奇怪！"
"00183479","むむむ、と真剣な顔をしてうなずくましろだったけれど、","“唔唔唔……”，她一本正经地点了点头，"
"001834D2","まあ、えっと……うん。細かいことは気にしない方向で……どうか。その。よろしくね？","嘛……嗯！不要在意这么多细节……请，那个，请多关照啦（＊＾▽＾＊）"
"0018352E","まじめな顔で、大きな目をぱちぱちとさせながらそう言っていた――思わずだ。","真白满脸认真，一边啪嗒啪嗒地眨着眼睛，一边说道――我不由地。"
"00183582","思わず俺は、そんなましろを前に笑みがこぼれてしまっていた自分に、気づく。","我意识到，在这样可爱的真白面前，自己不由地露出了笑容。"
"001835D6","不思議だった。","真是不可思议。"
"001835F0","……いや。","……不对。"
"00183606","[・|懐][・|か][・|し][・|さ][・|を]、[・|覚][・|え][・|た]。","[・|是][・|令][・|人][・|怀][・|念][・|的][・|感][・|觉]。"
"0018364E","この子と話していると、いつももやもやうるさい胸の内が、さっぱりきれいな白色になっていくような――今までひとり勝手に悩んでいたことが、どうにもバカらしく思えてくるような。","只要和她说话，自己郁郁寡欢的内心，就能变得十分清爽，就如同纯净的白色一样――一直以来一个人烦恼的事情，也觉得没那么重要了。"
"00183702","もっとこの子と話していたい。","我想和她多说说话。"
"0018372A","そう思えてしまう。そう思えてしまってはいけないはずなのに。","我不禁这样想。明明是不能这样想的。"
"0018377A","君は……","你……"
"0018378E","俺は、言う。","我说道。"
"001837B0","君は俺の探してる人について、教えてくれる","你会告诉我，我要找的人的事情"
"00183815","うん。そうだね","嗯，没错哦"
"00183839","そして俺は、君に“夜”の外について話して聞かせる。お話の交換だ","那作为交换，我给你讲讲“夜”外面的事。算是交换故事吧"
"0018389C","うん。その通り、だね。とっても楽しみ","嗯。没错，就是这样哦！我很期待！"
"001838D6","……まっしろな“夜の女王”","……纯白的“夜之女王”"
"00183915","え？　……うん。なにかな","唉？！……嗯，怎么了呀"
"00183943","君が、ここで俺のことを待っていたって言ってた理由も全部、教えてくれる？","你在这里等我的理由也会全部告诉我吗？"
"001839AE","もちろん","当然了"
"001839CC","俺が……","我……"
"001839E0","と、その先を口にすることを若干戸惑う。だが一呼吸で決意を固めた。","我犹豫了一下接下来的话要不要说，但我很快就下定决心了。"
"00183A36","こんな俺なんかが、君たちを救うヒーローだなんて。[・|そ][・|う][・|い][・|う][・|話]もちゃんと、俺が納得できるように説明してもらえる？","像我这样的人，却是拯救你们的英雄。关于[・|这][・|样][・|的][・|说][・|法]，你也能解释到让我信服吗？"
"00183AF9","がんばるよ","我会加油的哦！"
"00183B0F","責任重大だね。間違わないよう気をつけないと――微笑みを浮かべ、ましろはうんうんと、何度かうなずいていた。","责任重大啊，我得注意不能说错了――真白脸上浮现出微笑，连连点头。"
"00183B8D","……それなら、うん。わかった。[・|そ][・|う][・|す][・|る][・|こ][・|と]に不満はないよ。全然","……这样的话，嗯。好吧。对[・|这][・|个][・|约][・|定]，我没有任何异议了。完全没有"
"00183BF5","互いに知りたい話、聞きたい話を交換しよう。","交换彼此想知道的故事，想听的故事。"
"00183C35","だけど、俺は何を話せば良いのか","但我不知道说什么比较好"
"00183C5F","困ってしまう。","很为难。"
"00183C79","現実の話なんて。“夢の外”の世界の話だなんて……。","现实的故事、“梦之外”的世界的故事……"
"00183CB7","もはやそこには“夢”も“希望”も何もない。","那里已经没有“梦想”和“希望”了。"
"00183CED","ただただ殺伐とするばっかりだ。","只是一味地冷漠与残酷。"
"00183D17","この子から笑顔を取り上げるようなことしか、俺はきっと話せない。","我肯定只能说出，夺走她的笑容的故事。"
"00183D91","そうだなあ……","我想想……"
"00183DAB","ましろは首をかしげる。","真白陷入了沉思。"
"00183DCD","ちょっとだけ考えるような間を置いて、パッと、明るい顔をして見せた。","她思考了一会儿，突然露出了明亮的表情。"
"00183E34","お菓子の話","点心！"
"00183E54","え？","欸？"
"00183E7D","[・|こ][・|こ]じゃあ食べられないような、外の世界の甘いお菓子の話とか聞かせてくれたらうれしいなあ","如果能告诉我[・|这][・|里]吃不到的，外面世界的甜点的事情的话，我会很高兴的哦！"
"00183EF3","お菓子……。それで、いいの？　そんな話で？","点心相关的……这样就可以了吗？"
"00183F29","“夜”の中で何かを得るなら同等程度の“[代償|支払い]”が生じる。そう聞いていた。","听说在“夜”中得到什么的话，就会产生同等程度的“[代价|支付]”。"
"00183F84","俺の知りたい話と甘いお菓子の話とでは、どう考えても釣り合いが取れているようには思えないけれど……。本当にそれでいいのだろうか。","我想知道的事情和甜点的事情，怎么想都觉得不相称……真的这样就可以了吗？"
"00184041","あのね、聞いてよ大雅","听我说哦，大雅"
"0018406B","う、うん。何をかな","啊，嗯好，什么呀"
"001840A2","[・|こ][・|こ]には甘いの、紅茶用の角砂糖くらいしかないんだもん。“夢”とか“希望”はあってもロマンがないよ。永遠に年頃な女の子が住むには味気ない。これってすっごくひどいよね","[・|这][・|里]甜的东西、只有泡红茶用的方糖哦！这里有“梦想”和“希望”，但没有浪漫哦！让妙龄少女一直住在这种无聊的地方，是不是很过分？！"
"0018415A","そう思わない？　と。口を尖らせぷりぷりとするましろに、俺はやっぱり、小さく笑顔になれていた。","你不这样认为吗？看着嘟起小嘴抱怨着的真白。我再次露出了笑容。"
"001841C2","こんなこと、あってはならない。","虽然我完全知道。"
"001841EC","それを充分以上に理解していながら。","这样做是不行的。"
"0018421A","だって俺は。","因为我。"
"00184232","俺は……。","我……"
"00184248","[・|本][・|当][・|な][・|ら]、[・|今][・|す][・|ぐ][・|君][・|を]……。","[・|本][・|来][・|我][・|现][・|在]，[・|要][・|马][・|上][・|把][・|你]……"
"001842F3","まずどんな話を交換しようか。","我们先聊些什么呢。"
"0018431C","相応の“[代償|支払い]”だとか、そんなものはもはやどうでもいいと、俺個人は感じている。","我个人觉得，相应的“[代价|支付]”，这种东西根本无所谓。"
"0018437D","……ここはあくまでも“夢”の中だ。","……这里不过是“梦”中。"
"001843AB","こんな[・|遊][・|び]があってもいい。語り合う時間はきっと、“夜”が明けるまでならいくらでもある。","有这样的[・|游][・|戏]也不错。在“夜”结束之前，我们想聊多久就能聊多久。"
"00184423","それじゃあ約束どおり私から","那么，按约定从我先开始"
"0018447C","あなたの探しているヒーローについて","关于你在寻找的英雄"
"001844B4","……うん","……嗯"
"001844D4","そして、どうして私があなたのことを知っていたのか。あなたのことを、ここで待ち続けていたのか――どうしてあなたが、この世界を救うことになるのか。全部、話すよ","包括我为什么认识你，为什么一直在这里等着你――为什么你能拯救这个世界。一切的一切，我都会告诉你哦"
"0018457A","決意を改めるようにし、そう言っていたましろだけど、","真白如此说道，像是做好准备了，"
"001845E8","…………","…………"
"001845FC","難しい顔をし、黙ってしまう。","真白突然面露难色，一言不发。"
"0018462E","どうかした？","怎么了？"
"00184652","う、ううん。今からあなたに伝えたいことは、こうしてあなたと出会えたら“こういうふうに話そう”って、ずっと考えて、頭の中で準備してきたことのはずだけど……","唔嗯，没什么。虽然我现在要告诉你的是“见到你就这样说”的内容――是想了很久，早就准备好的内容……"
"001846F6","いざそのときになると上手くいかないねと、ましろは苦笑いを浮かべる。","但是真到了这个时候还是不太顺利呢。真白脸上浮现出一丝苦笑。"
"0018475D","[・|そ][・|れ]を正確に伝えるのには一言じゃあ難しい","三言两语很难把[・|这][・|个]正确传达给你"
"001847B4","……私はずっとここで暮らしてきた。誰かと話すのだって久しぶり","……我一直住在这里。好久没和人说过话了"
"00184808","[・|あ][・|な][・|た][・|達]の作った本を読んだり。音楽を聴いたり。映画を観たり。時どき甘いお菓子のことを夢見てみたりして。そんな生活","读读[・|你][・|们]写的书，听听音乐，偶尔看看电影，有时还会梦到甜点心。我就过着这样的生活"
"001848A2","すごいね。うらやましい","好厉害啊。我好羡慕"
"001848DD","でしょう？","对吧！"
"001848F3","得意そうに胸を張り、ましろは笑う。そして言った。","真白得意洋洋地挺起胸膛，然后笑着说道。"
"00184948","永遠に間延びしていく“夜”の中で、私が向かい合うのはいつだってあなた達の残した“想像力”だ。誰かとこうして触れあうことは殆どなかった……","在这永远延续的“夜”中，我见到的总是你们留下的“想象力”。几乎没有和谁像现在这样接触过……"
"001849DC","単純に人見知りなだけだけどね、とましろは苦笑いを浮かべた。","我只是单纯的有点怕生，真白苦笑着说道。"
"00184A2C","…………","…………"
"00184A71","だからね、大雅","所以呢，大雅"
"00184A97","あなたに、この世界に差し迫る危機だったり、そしてあなたの知りたい話だったりを、上手に説明できる自信がなくて……。わからないことがあったら遠慮なくだめ出ししてね","我没有自信能向你说明白这个世界即将面临的危机，以及你想知道的事情……有不明白的地方的话尽管提出来哦"
"00184B41","わかったよと言い、俺はうなずいた。","“我知道了”，我点点头。"
"00184B79","まっしろな“夜の女王”は、不思議の国の中の引きこもり。だからちょっと口下手で、コミュ力に難がある――全部、自称だけれど。そういうふうに理解しておくよ","纯白的“夜之女王”是这个不可思议的国度中的家里蹲。所以有点嘴笨，和人沟通有困难――虽然全部都是你自己说的。但我是这样理解的哦"
"00184C32","……う、うん。えっと……なんだか私、もしかして……からかわれてたりしてる？","……呜，唔嗯，嗯……总觉得我，被……被嘲笑了？"
"00184C88","そんなことないよと俺は首を振る。","我摇头说，没这回事哦。"
"00184CBE","だめ出しできるほど俺だって賢くないけど……。不思議に思ったことがあれば質問するよ。そういう話","我也没聪明到能提出什么高见……觉得奇怪的地方，我会提问的"
"00184D58","うん。ありがとう","嗯！谢谢你"
"00184D74","安心したみたいにましろは微笑む。","真白露出了安心的笑容。"
"00184DA0","窓の向こうにきらめく“夜”の光りに視線を移し、ましろは少しずつ、語りはじめた。","真白将视线移向窗外绚丽的“夜”光，开始一点一点地讲述。"
"00184E13","……大雅。あなたが探している人の行方を語るには、まず、この“国”の[・|は][・|じ][・|ま][・|り]から話さなきゃならない","……大雅。要说你所寻找的人的去向，首先必须从这个“国度”的[・|开][・|端]说起"
"00184E93","口下手だから当然、説明だって上手じゃない。と、思う。だから根気よく、やさしく、聞いてくれたらうれしいな。","因为我不善言谈，肯定说明得不好。希望你能耐心地，温柔地听我讲完。"
"00184F07","恐る恐るという具合にそう言うましろに、俺はもちろんと、答える――“夜”が終わるまでならいくらでも付き合うよ。別に[・|あ][・|の][・|子]以外の“外”の世界には、これっぽっちも未練はないから。","对着战战兢兢地说出这些话的真白。我用“当然愿意”回答了她――我愿意陪伴你直到“夜”结束为止。反正除了[・|那][・|孩][・|子]之外，我对外面的世界没有任何的眷念。"
"00184FCE","ましろは微笑みを見せた。","真白对我露出了微笑。"
"00184FF2","そして窓の外のきらきら光る町を、見る。","然后看向窗外闪闪发光的街道。"
"00185030","朝より眩しい“夜の国”――ここはあらゆる時間の行き着く先で、終わってしまった時間が眠りに付く最果ての場所……“時間の墓場”だと言うものもいる","比白天更耀眼的“夜之国”――这里是所有时间的目的地，是终结的时光沉睡的尽头……有人也称之为“时间的墓地”"
"001850D4","……あなた達の“想像力”、その力で思い描けるものはすべて“[未来|時間]”だ","……用你们的“想象力”，用这种的力量可以描绘出任何“[未来|时间]”"
"00185129","だからあらゆる時間の行き着く先のこの場所が、[想い|それら]を現実よりも確かなものに“実体化”させてもしまう――","所以，作为所有时间的尽头的这个地方，会将[|它构想们]“实体化”成比现实更为真实的东西――"
"001851A2","[・|そ][・|れ]を“魔法”と呼びたがるものたちは、きっと、この世界のどこかにまだ“夢”とか“希望”とかがあってほしいと願い、探し続けているものたちなのだろう。","把[・|这][・|个]称为“魔法”的人们，一定是祈求着在这个世界的某处存在着“梦想”和“希望”，并一直在寻找的一群人。"
"00185256","……時間の墓場。想像力を魔法に変える――不思議で奇妙な“夜の国”。[・|こ][・|こ]でなら何にでもなれるし、[・|こ][・|こ]からならばどこへでも行ける。そしてもう、どこへも行けない","……时间的墓地。能将想象力变成魔法――在这不可思议的奇妙的“夜之国”。在[・|这][・|里]可以成为任何东西，从[・|这][・|里]出发的话哪里都可以去，同时哪里也去不了"
"00185310","ここは天国だというものもいるし、ここ以上の地獄はどこにもないと嘆くものだっている。","有人说这里是天堂，也有人哀叹说没有比这里更恐怖的地狱。"
"0018536E","牢獄だ。永遠に続いていく時間の牢獄。故に。地獄なのだ。","这里是牢狱，永无止境的时间牢狱。所以是地狱。"
"001853BC","そんな不思議な“夜”がどうして存在しているのかは――誰も、誰もね、知らないの。それはいつの間にか私たちの“隣”にあった","为什么存在这样不可思议的“夜”――没有人，没有任何人知道哦。不知什么时候，它就出现在了我们的“身边”"
"0018543E","と、[・|こ][・|こ]に住む誰もがそう思っていた。外の世界で[・|こ][・|こ]の存在を知るもの達も、同様だった。","住在这里的人都是这么想的。外面世界知道[・|这][・|里]的存在的人也一样。"
"001854E2","だけどね、私は知ってる","但是呢，我是知道的"
"00185510","この場所がどういう“想い”の果てに、私たちの“隣”に、そしてあなた達の時間の中に、生まれ落ちてしまったのかを――だって、私はね","我知道这个地方是如何出现在“心念”的尽头，降临在我们的“身边”，以及你们的时间里的――毕竟，我可是"
"001855A4","……うん","……嗯"
"001855D1","私は[・|あ][・|の][・|人]と一緒に、ここを創った[・|共][・|犯][・|者]のひとり、だから","我可是和[・|那][・|个][・|人]一起创造这里的，[・|共][・|犯]之一"
"00185631","苦笑いを浮かべ、ましろは語り続けた。","真白苦笑着继续说道。"
"00185661","――女の子がひとりいたのだという。","――从前有一个女孩子。"
"0018568F","その子は[・|複][・|雑]な病を煩っていた。","她患了[・|复][・|杂]的病。"
"001856C3","……時間だ。","……是时间。"
"001856DB","満月の夜に眠りの世界に落ちてしまうと、その子は、少女は、眠ってしまった時間の分だけ、未来に飛んだ。","在满月之夜睡着的话，这个孩子，这个少女，就会穿越到未来，跨越的时长取决于睡眠的时长。"
"00185762","それは病と呼ぶにはあんまりに不思議な現象だった。殆ど呪いだ","这种现象太不可思议了，甚至不能称之为疾病。几乎可以说是诅咒"
"001857B4","だけどあの人は頑なにそれを病と呼んだ――病んだものならいつか自力で治すことのできるものだと、そう信じられるからだと言って","但是她却固执地称之为病――因为她说只要相信是病总有一天会自己好的"
"00185838","その人は遠いとおい[・|過][・|去]からこの時代にやって来た。","她从遥远的[・|过][・|去]来到了这个时代。"
"0018587E","深い眠りの果てに辿り着いたこの時間。","结束深度睡眠后来到的这个时代。"
"001858AE","親も友だちも姉弟さえも、誰もが死去した遠い未来だ――孤独だっただろうはずだ。","无论是父母、朋友还是姐弟，所有人都已经死去的，遥远的未来――她应该很孤独吧。"
"00185906","誰も自分の事情を信じてくれないし、理解だってしようとしてくれない。","没有人相信自己的情况，也没有人愿意去理解她。"
"00185954","ここにその人の味方はいないのだ。誰も。……誰も。その人を救わない。その人を構わない。","这里没有她的伙伴。没有人……没有人，会去拯救她、关心她。"
"001859CD","それでもあの人は“希望”を失わなかった――ううん。実際は何度も“絶望”くらいはしたのかもしれない。自分の運命とか、人生だとか、そういうものを恨んだりもしたと思う","尽管如此，她还是没有失去“希望”――不对，实际上可能已经绝望了好几次了。肯定也曾憎恨过自己的命运和人生"
"00185A79","それでもその人は諦めなかった。","尽管如此，她还是没有放弃。"
"00185AA3","どんなに暗く心が沈んでも、最後には必ず立ち上がり、空を見上げた。そこにきらきら光る“希望”を探した。","不管有多悲伤，最后她一定会站起来，仰望天空。然后她在这里找到了闪闪发光的“希望”。"
"00185B13","大切な人のいる“過去”へと戻る。","为了回到重要之人尚在的“过去”。"
"00185B3F","そのための方法を、探し続けた。","她不停地寻找着方法。"
"00185B75","そうして行き着いた方法が“夜の国”を創ることだった――[・|こ][・|こ]からならばどこへでも行けるし、どこへも行けない。“夜”を過去への架け橋にしようと、考えた","最终想到的办法就是创造“夜之国”――从[・|这][・|里]出发的话哪里都能去，同时哪里也去不了。她想让“夜”成为通向过去的桥梁"
"00185C1D","その人は自分が“未来”の世界で“夜の国”を創るのだということを知っていた。","她知道自己将会在“未来”的世界里创造“夜之国”。"
"00185C73","とある特殊な一族に生まれ落ちた女の子だった。","她是出生于某个特殊一族的女孩。"
"00185CAB","その一族の中にいつか“夜”に祝福される少女が産まれる。少女はあまりにも過ぎた“才能”によって、存在そのものがひとつの時間内に定まらない。","这个家族里总有一天会诞生被“夜”所祝福的少女。少女由于过强的“才能”，存在本身都无法被确定在某一个特定的时间段内。"
"00185D4B","……少女自身が“病”と呼んだものを、周りの大人たちは“才能”と呼んでもてはやした","……少女自己称之为“病”的东西，被周围的大人们称为“才能”"
"00185DA7","そのとき既に、少女の産まれた時代の“隣”には“夜”が存在していた。","那个时候，在少女出生的时代“身边”，已经存在着“夜”了。"
"00185DF5","大人たち、曰く。","大人们说。"
"00185E11","それは少女がいつかその“才能”によって“未来”へ飛んで、どういう事情かはまだ起きていない“未来”の話であるから知りようもないが――とにかく“未来”へ飛んだ少女が“国”を創る。","这个少女总有一天会凭借自己的“才能”飞向“未来”，至于是什么情况，因为是还没有发生过的“未来”的事，所以无从知晓――总之，飞向“未来”的少女会创造一个“国度”。"
"00185ECB","そういう“運命”に変わりがないから……。","因为这样的“命运”是不会改变的……"
"00185EFF","だから“夜”は変わらずたゆまず、あらゆる時間、あらゆる人の“隣”に、存在し続けている。","所以“夜”能亘古不变地存在于所有时间、所有人的“身边”。"
"00185F61","……ここ、“夜”の発生点である未来の時間以外には。","……在这里，在作为“夜”的起点的未来的时间以外。"
"00185FB8","“夜の国”は一度どこかの時間の中で発生してしまえば、すべての時間上に産まれてしまうし、同じようにどこかで一度でも終わりを迎えれば、すべての時間の中から消えてなくなる","“夜之国”如果在某个时间点诞生了的话，就会在所有的时间点里诞生，同理在某个地方迎接终结的话，就会从所有的时间点里消失"
"00186068","“夜”が消えずに在り続ける限り、いつか少女は自分がかなり遠い――愛する者のいない“未来”へ飛ぶのだろうと、覚悟はしていた。","只要“夜”还没有消失，少女就得做好某一天飞到很远的――没有所爱之人的“未来”的觉悟。"
"001860EE","でも、“過去”に大切な人を残して行くのだけは気がかりだった。","但是，自己会将重要的人留在“过去”而独自离开，这是她唯一在意的一件事情。"
"00186142","できるだけ[・|そ][・|の][・|と][・|き]が来ることを先延ばしにしたくて、色々と抵抗をしたみたいだけれど……","她想尽量拖延[・|这][・|个][・|时][・|刻]的到来。虽然她做了各种各样的尝试……"
"001861C0","結局は、その人は“未来”にやって来たしまった？","结果，她还是来到了“未来”？"
"00186213","そうだね。その通り","嗯，没错"
"00186231","ましろはうなずき、ふと“夜”の空を見上げた。","真白点了点头，突然望向“夜”的天空。"
"0018628E","そこには満開のさくらがある。","那里有着盛开的樱花。"
"001862B6","ふわふわで。柔らかな香りに満ちて。ひらひらと舞い降る小さな春のかけら達。","轻飘飘的春天的碎片，她们充斥着柔和的香气，在天空中翩翩起舞。"
"00186337","そうして“未来”で目覚めたその人は、大人たちの期待どおりに“夜”を創ることになってしまった","然后在“未来”中醒来的她，和大人们期待的一样创造了“夜”"
"0018639D","[・|こ][・|こ]からならばどこへでも行けるし、どこへも行けない――ましろは繰り返しそう言った。","从[・|这][・|里]出发的话，哪里都能去，同时哪里也去不了――真白反复地说着这句话。"
"00186405","持って産まれたいっぱいの“[才能|想像力]”を駆使して、まるで、壮大な一遍の“歌”を作り上げるようにして、[・|こ][・|こ]を創ろうとした。","她运用自己天生拥有的强大“[才能|想象力]”，如同创作一首壮大的“歌曲”一般，创造出了“[・|这][・|里]”。"
"00186496","でも、本当は、そうすることは避けたかったのだ。","但是，其实，她并不想这样做。"
"001864DC","……その人は、“夜の国”を創ることだけは最後の手段として取っておきたかった","……她只想把创造“夜之国”作为最后的手段"
"0018653E","大人たちの期待どおりの人生なんて送りたくはない。そう思ってた。でも……","她曾想，不迎合大人们的期待生活下去，但是……"
"00186590","――大切な人にもう一度だけ逢いたい。","――她还想再见一次自己重要的人。"
"001865C0","その“夢”を叶えるためには、もう、[・|そ][・|れ]しかなかった。","为了实现这个“梦想”，只有[・|这][・|个][・|办][・|法]了。"
"0018660A","そうだ。","没错。"
"0018661E","ここはひとりの少女の“夢”を叶えるために創られた場所だった。","这里是为了实现一个少女的“梦想”而被创造出的地方。"
"0018667F","そして、大切な人が、誰より大切な[・|弟]が、幸せに暮らしていける楽しいばかりの世界でありますようにという“想い”の結晶でもあったんだよ――あくまでも最初は、そうだった","同时，也是希望自己重要的人――比谁都重要的[・|弟][・|弟]，能生活在一个充满快乐的世界里的“祈愿”的结晶――至少一开始是这样的"
"0018673A","…………","…………"
"0018674E","“夜の国”を通して過去に戻ろう。","想通过“夜之国”回到过去。"
"0018677A","……大切な人に会いに帰ろう。","……想回去见重要的人。"
"001867A2","その“夢”を叶えるために、その人は、[・|こ][・|こ]を創る決意をした。頭の中で俺はそう反復した。","为了实现这个“梦想”，她下定决心要创造出[・|这][・|里]。我的脑子里反复想着这句话。"
"00186825","そうすることがどうしようもなく“運命”で、その“運命”こそを、大人たちは利用しようとしていたことを、その人は充分に理解していた","她完全明白，这样做是无可奈何的“命运”，而这种“命运”正是大人们想要利用的"
"001868AF","“夜の国”……。","“夜之国”……"
"001868CB","その存在を遠い“未来”へ維持させるため、いっぱいの少女たちが犠牲になったし……。","为了让夜之国维持到遥远的“未来”，许多少女成为了牺牲品……"
"00186927","[・|そ][・|こ]に住むものたちもまた、“永遠”の命を狙う大人たちの手によって酷い扱いを受けてきた。","居住在[・|这][・|里]的人们，也受到了渴望“永恒”生命的大人们的迫害。"
"001869C4","少女は、思ったの。自分がいつか“未来”で“夜”を創らなければ、そんな悲しい想いをするもの達もいなくなるはず……","少女曾想，如果自己不在某个“未来”创造“夜”的话，应该就不会有人会感到悲伤了吧……"
"00186A48","…………","…………"
"00186A68","そんな思いがあったからか、少女はたとえどんなことがあったとしても“夜”を創ることだけはしないと、自分は“運命”に逆らうんだと、幼い心に誓っていた","她如此想着，在幼小的心里发誓，无论发生什么事情，她都不会创造“夜”，她要反抗“命运”"
"00186B0E","でも、結局","但最终"
